date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:49:37	5331/5331	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222905486d806407b27588a4121422308b%22	https://discordapp.com/assets/2905486d806407b27588a4121422308b.svg	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/2905486d806407b27588a4121422308b.svg	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:37	709/709	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2257568e1cfc37c81cf56db9498b4f128a%22	https://discordapp.com/assets/57568e1cfc37c81cf56db9498b4f128a.svg	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/57568e1cfc37c81cf56db9498b4f128a.svg	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:37	709/709	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%227ddab19e24325212299490c2f413b122%22	https://discordapp.com/assets/7ddab19e24325212299490c2f413b122.svg	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/7ddab19e24325212299490c2f413b122.svg	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:38	1386/1386	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d73fd4014c02b360d9529a720ecb7c44%22	https://discordapp.com/assets/d73fd4014c02b360d9529a720ecb7c44.svg	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/d73fd4014c02b360d9529a720ecb7c44.svg	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:38	1386/1386	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22676bfec9f4343f6fcdf0a12ae313a3de%22	https://discordapp.com/assets/676bfec9f4343f6fcdf0a12ae313a3de.svg	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/676bfec9f4343f6fcdf0a12ae313a3de.svg	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:38	1648/1648	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d6221c5e88f5cb89f125868c077e9859%22	https://discordapp.com/assets/d6221c5e88f5cb89f125868c077e9859.svg	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/d6221c5e88f5cb89f125868c077e9859.svg	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:38	1648/1648	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2237ce528f3abf4d735a624309e990acc6%22	https://discordapp.com/assets/37ce528f3abf4d735a624309e990acc6.svg	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/37ce528f3abf4d735a624309e990acc6.svg	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:38	3391/3391	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22a3bee2061afed80c5bd76ff38cd18f0e%22	https://discordapp.com/assets/a3bee2061afed80c5bd76ff38cd18f0e.svg	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/a3bee2061afed80c5bd76ff38cd18f0e.svg	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:39	3391/3391	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22f8e3f6e7b2cf5f10aed43243560a1b91%22	https://discordapp.com/assets/f8e3f6e7b2cf5f10aed43243560a1b91.svg	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/f8e3f6e7b2cf5f10aed43243560a1b91.svg	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:39	1025/1025	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%220c460e9b848f5c4cc964ae9c62c0f9b9%22	https://discordapp.com/assets/0c460e9b848f5c4cc964ae9c62c0f9b9.svg	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/0c460e9b848f5c4cc964ae9c62c0f9b9.svg	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:39	1025/1025	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2200a1b0447f0474ecaa767a4bc09fe2ed%22	https://discordapp.com/assets/00a1b0447f0474ecaa767a4bc09fe2ed.svg	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/00a1b0447f0474ecaa767a4bc09fe2ed.svg	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:40	784/784	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225bac8a5909510f58c12ee6ae724eecbb%22	https://discordapp.com/assets/5bac8a5909510f58c12ee6ae724eecbb.svg	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/5bac8a5909510f58c12ee6ae724eecbb.svg	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:40	431/431	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223a10988d0f55c63294100b270818207a%22	https://discordapp.com/assets/3a10988d0f55c63294100b270818207a.svg	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/3a10988d0f55c63294100b270818207a.svg	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:40	438/438	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22725244a8d98fc7f9f2c4a3b3257176e6%22	https://discordapp.com/assets/725244a8d98fc7f9f2c4a3b3257176e6.svg	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/725244a8d98fc7f9f2c4a3b3257176e6.svg	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:40	22715/22715	---M--	200	added ('OK')	image/png	etag:%22976b56da8d86af63aef4f55afb553a9f%22	https://discordapp.com/assets/976b56da8d86af63aef4f55afb553a9f.png	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/976b56da8d86af63aef4f55afb553a9f.png	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:40	23858/23858	---M--	200	added ('OK')	image/png	etag:%22171a53265b4d807b208e80f1acba3762%22	https://discordapp.com/assets/171a53265b4d807b208e80f1acba3762.png	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/171a53265b4d807b208e80f1acba3762.png	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:40	590/590	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22cd0d0b191b8251c1351a5747038011af%22	https://discordapp.com/assets/cd0d0b191b8251c1351a5747038011af.svg	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/cd0d0b191b8251c1351a5747038011af.svg	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:41	282/282	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%227d1147d903beea4a0654d2b60837a1d6%22	https://discordapp.com/assets/7d1147d903beea4a0654d2b60837a1d6.svg	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/7d1147d903beea4a0654d2b60837a1d6.svg	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:41	261/261	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22b614d13eb16fbcdbeacd6bad8b63460f%22	https://discordapp.com/assets/b614d13eb16fbcdbeacd6bad8b63460f.svg	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/b614d13eb16fbcdbeacd6bad8b63460f.svg	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:41	226/226	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c1dcb16867925c58352de56605ee348d%22	https://discordapp.com/assets/c1dcb16867925c58352de56605ee348d.svg	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/c1dcb16867925c58352de56605ee348d.svg	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:41	343/343	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22f88725d12c605f4875d3d57151c6f691%22	https://discordapp.com/assets/f88725d12c605f4875d3d57151c6f691.svg	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/f88725d12c605f4875d3d57151c6f691.svg	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:42	525/525	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%229a3ebeaac711b37a91b7de9b3ae55b21%22	https://discordapp.com/assets/9a3ebeaac711b37a91b7de9b3ae55b21.svg	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/9a3ebeaac711b37a91b7de9b3ae55b21.svg	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:42	2659/2659	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22b5f7a9a2a7229d09a35be506bac28cfc%22	https://discordapp.com/assets/b5f7a9a2a7229d09a35be506bac28cfc.svg	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/b5f7a9a2a7229d09a35be506bac28cfc.svg	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:42	479/479	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22cc937e858e11c0efe2457537c21c26c5%22	https://discordapp.com/assets/cc937e858e11c0efe2457537c21c26c5.svg	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/cc937e858e11c0efe2457537c21c26c5.svg	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:42	1224/1224	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22063c20d352db432fe0b7afa317cf40dc%22	https://discordapp.com/assets/063c20d352db432fe0b7afa317cf40dc.svg	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/063c20d352db432fe0b7afa317cf40dc.svg	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:42	2482/2482	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%228d2cc61d9f06d4b1fb0e3b15b36b2817%22	https://discordapp.com/assets/8d2cc61d9f06d4b1fb0e3b15b36b2817.svg	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/8d2cc61d9f06d4b1fb0e3b15b36b2817.svg	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:43	680/680	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2288635b43b1f70f094f034b1cce8ab329%22	https://discordapp.com/assets/88635b43b1f70f094f034b1cce8ab329.svg	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/88635b43b1f70f094f034b1cce8ab329.svg	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:43	18816/18816	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2227ed7eb4a867f79c70615b9e9e68fe5b%22	https://discordapp.com/assets/27ed7eb4a867f79c70615b9e9e68fe5b.svg	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/27ed7eb4a867f79c70615b9e9e68fe5b.svg	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:43	14889/14889	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22fd8340095bf2e0c2b9bf4d5912c02c63%22	https://discordapp.com/assets/fd8340095bf2e0c2b9bf4d5912c02c63.svg	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/fd8340095bf2e0c2b9bf4d5912c02c63.svg	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:43	20453/20453	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22fb6a21ef85b63dec6e7c01c683904e8f%22	https://discordapp.com/assets/fb6a21ef85b63dec6e7c01c683904e8f.svg	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/fb6a21ef85b63dec6e7c01c683904e8f.svg	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:44	21039/21039	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2297e866482f43d3ebd2496641cd934904%22	https://discordapp.com/assets/97e866482f43d3ebd2496641cd934904.svg	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/97e866482f43d3ebd2496641cd934904.svg	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:44	19191/19191	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22812570a44349d2d8a39326a703d46a48%22	https://discordapp.com/assets/812570a44349d2d8a39326a703d46a48.svg	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/812570a44349d2d8a39326a703d46a48.svg	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:44	19058/19058	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d031d99c36c9a2ed72572e8aa57c7e29%22	https://discordapp.com/assets/d031d99c36c9a2ed72572e8aa57c7e29.svg	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/d031d99c36c9a2ed72572e8aa57c7e29.svg	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:44	777/777	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%227d74fde5c67e7d6dd17ebefedce42c74%22	https://discordapp.com/assets/7d74fde5c67e7d6dd17ebefedce42c74.svg	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/7d74fde5c67e7d6dd17ebefedce42c74.svg	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:44	777/777	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c4fcc96859526eae2dfd060c7eeaa303%22	https://discordapp.com/assets/c4fcc96859526eae2dfd060c7eeaa303.svg	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/c4fcc96859526eae2dfd060c7eeaa303.svg	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:45	25606/25606	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22131dcaaa628405e6d0ebee7708111c7a%22	https://discordapp.com/assets/131dcaaa628405e6d0ebee7708111c7a.svg	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/131dcaaa628405e6d0ebee7708111c7a.svg	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:45	25669/25669	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d0320d29cdef93b8e2baf889a28d32e0%22	https://discordapp.com/assets/d0320d29cdef93b8e2baf889a28d32e0.svg	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/d0320d29cdef93b8e2baf889a28d32e0.svg	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:45	1958/1958	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22cb022a13e6d1ccbfdc832dbf2d23026a%22	https://discordapp.com/assets/cb022a13e6d1ccbfdc832dbf2d23026a.svg	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/cb022a13e6d1ccbfdc832dbf2d23026a.svg	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:45	17482/17482	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d2d5349e18523c06528f5a5c5665f804%22	https://discordapp.com/assets/d2d5349e18523c06528f5a5c5665f804.svg	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/d2d5349e18523c06528f5a5c5665f804.svg	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:46	1039886/1039886	---M--	200	added ('OK')	image/jpeg	etag:%22a79968491ff3fb067ce4d398beb4ade3%22	https://discordapp.com/assets/a79968491ff3fb067ce4d398beb4ade3.jpg	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/a79968491ff3fb067ce4d398beb4ade3.jpg	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:46	3290/3290	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225c5bb53489a0a9f602df0a24c5981523%22	https://discordapp.com/assets/5c5bb53489a0a9f602df0a24c5981523.svg	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/5c5bb53489a0a9f602df0a24c5981523.svg	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:46	2552/2552	---M--	200	added ('OK')	image/png	etag:%221afb8f8e80a200ef3aa11131c0c07934%22	https://discordapp.com/assets/1afb8f8e80a200ef3aa11131c0c07934.png	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/1afb8f8e80a200ef3aa11131c0c07934.png	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:46	1143/1143	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22eb7df431c75a876011cf8a271e42ef67%22	https://discordapp.com/assets/eb7df431c75a876011cf8a271e42ef67.svg	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/eb7df431c75a876011cf8a271e42ef67.svg	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:46	1177/1177	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%220dad6ae26c09abbd543809368519a210%22	https://discordapp.com/assets/0dad6ae26c09abbd543809368519a210.svg	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/0dad6ae26c09abbd543809368519a210.svg	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:47	195/195	---M--	200	added ('OK')	image/png	etag:%22070055737be7cc01fb3d27820574133e%22	https://discordapp.com/assets/070055737be7cc01fb3d27820574133e.png	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/070055737be7cc01fb3d27820574133e.png	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:47	9749/9749	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225cead3f236ff233c59ebbf9caeda1b84%22	https://discordapp.com/assets/5cead3f236ff233c59ebbf9caeda1b84.svg	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/5cead3f236ff233c59ebbf9caeda1b84.svg	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:47	2667/2667	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%229f670a7821c663913c393f5df62e63d7%22	https://discordapp.com/assets/9f670a7821c663913c393f5df62e63d7.svg	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/9f670a7821c663913c393f5df62e63d7.svg	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:47	2667/2667	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22baf3bb2ef44dd152825ced96e0c8ae3e%22	https://discordapp.com/assets/baf3bb2ef44dd152825ced96e0c8ae3e.svg	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/baf3bb2ef44dd152825ced96e0c8ae3e.svg	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:47	79856/79856	---MCZ	200	added ('OK')	application/font-woff	etag:W/%226c6374bad0b0b6d204d8d6dc4a18d820%22	https://discordapp.com/assets/6c6374bad0b0b6d204d8d6dc4a18d820.woff	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/6c6374bad0b0b6d204d8d6dc4a18d820.woff	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:48	77784/77784	---MCZ	200	added ('OK')	application/font-woff	etag:W/%22e8acd7d9bf6207f99350ca9f9e23b168%22	https://discordapp.com/assets/e8acd7d9bf6207f99350ca9f9e23b168.woff	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/e8acd7d9bf6207f99350ca9f9e23b168.woff	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:48	76744/76744	---MCZ	200	added ('OK')	application/font-woff	etag:W/%223bdef1251a424500c1b3a78dea9b7e57%22	https://discordapp.com/assets/3bdef1251a424500c1b3a78dea9b7e57.woff	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/3bdef1251a424500c1b3a78dea9b7e57.woff	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:48	82688/82688	---MCZ	200	added ('OK')	application/font-woff	etag:W/%22be0060dafb7a0e31d2a1ca17c0708636%22	https://discordapp.com/assets/be0060dafb7a0e31d2a1ca17c0708636.woff	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/be0060dafb7a0e31d2a1ca17c0708636.woff	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:48	80000/80000	---MCZ	200	added ('OK')	application/font-woff	etag:W/%228e12fb4f14d9c4592eb8ec9f22337b04%22	https://discordapp.com/assets/8e12fb4f14d9c4592eb8ec9f22337b04.woff	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/8e12fb4f14d9c4592eb8ec9f22337b04.woff	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:48	101454/101454	---M--	200	added ('OK')	image/png	etag:%225d57632291e09c5bc2b5d6a0b20179fa%22	https://discordapp.com/assets/5d57632291e09c5bc2b5d6a0b20179fa.png	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/5d57632291e09c5bc2b5d6a0b20179fa.png	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:49	1467/1467	---M--	200	added ('OK')	image/png	etag:%22d20e43cdcadf850cfd8d4e953df0f3b4%22	https://discordapp.com/assets/d20e43cdcadf850cfd8d4e953df0f3b4.png	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/d20e43cdcadf850cfd8d4e953df0f3b4.png	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:49	1555/1555	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22f4e75b5cafce1efdfc7013113575f9ff%22	https://discordapp.com/assets/f4e75b5cafce1efdfc7013113575f9ff.svg	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/f4e75b5cafce1efdfc7013113575f9ff.svg	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
18:49:49	3378/3378	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2257084ade1ef56635452abceaca20d0bd%22	https://discordapp.com/assets/57084ade1ef56635452abceaca20d0bd.svg	C:/My%20Web%20Sites/DiscordDomain/discordapp.com/assets/57084ade1ef56635452abceaca20d0bd.svg	(from https://discordapp.com/assets/0.5ab360d320ff74747671.css)
